id,title,related,url,seendate,socialimage,domain,language,sourcecountry
3631,Here the racial breakdown of coronavirus victims in New York,1,https://www.cnn.com/world/live-news/coronavirus-pandemic-04-08-20/h_6942248f2299fb5c88f8d186069eb5f5,20200408T223000Z,https://cdn.cnn.com/cnnnext/dam/assets/200308142028-01-coronavirus-microscope-image-super-tease.jpg,cnn.com,English,United States
3677,Hospital chairman of medicine sees encouraging signs on coronavirus vaccine,1,https://www.foxnews.com/media/coronavirus-vaccine-timeline-bob-lahita,20200317T130000Z,https://static.foxnews.com/foxnews.com/content/uploads/2020/03/c722bab8-image-1.jpg,foxnews.com,English,United States
4003,Italy surpasses China in number of coronavirus deaths,1,https://edition.cnn.com/world/live-news/coronavirus-outbreak-03-19-20-intl-hnk/h_338a9e3e86c965845d14e33d17c45d68,20200319T191500Z,https://cdn.cnn.com/cnnnext/dam/assets/200213161538-cdc-novel-coronavirus-test-kit-super-tease.jpg,edition.cnn.com,English,United States
5822,Senate passes $2 trillion spending bill,1,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-senate-passes-2-trillion-stimulus-plan-u-s-n1168156/ncrd1169176,20200326T054500Z,https://media4.s-nbcnews.com/j/newscms/2020_13/3280781/200324-coronavirus-live-blog-social-only_2cf15d7b6ff38fa8af13d65dd41acb92.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
2166,Coronavirus pandemic : Updates from around the world,0,https://www.cnn.com/world/live-news/coronavirus-pandemic-04-20-20-intl/,20200420T023000Z,https://cdn.cnn.com/cnnnext/dam/assets/200213175736-02-coronavirus-0213-super-tease.jpg,cnn.com,English,United States
6985,"Trump call to reopen schools draws pushback from Dem governors Inslee , Whitmer",1,https://www.foxnews.com/politics/trump-call-to-reopen-schools-draws-pushback-from-dem-governors-inslee-whitmer,20200710T041500Z,https://static.foxnews.com/foxnews.com/content/uploads/2020/07/SPLIT-WHITMER-INSLEE.jpg,foxnews.com,English,United States
7299,"Trump old friend Piers Morgan , British tabloid fixture from  Celebrity Apprentice , urges Trump to stop making pandmic about himself",1,https://www.washingtonpost.com/nation/2020/04/20/morgan-trump-coronavirus-briefings/,20200420T111500Z,https://www.washingtonpost.com/resizer/vz-S2TxvOlzhtgRKRrkEglIyyeY=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/OIUAAOJCMVDOFD6576M4URI76A.jpg,washingtonpost.com,English,United States
4694,National Restaurant Association says 11 percent of restaurants could close for good ; Trump says it possible,1,https://www.foxnews.com/food-drink/national-restaurant-association-restaurants-close-trump-possible,20200327T151500Z,https://static.foxnews.com/foxnews.com/content/uploads/2020/03/RestaurantCloseBostonPhoto-by-David-L.-RyanThe-Boston-Globe-via-Getty-Images.jpg,foxnews.com,English,United States
6945,"Trump announces suspension of federal student loan payments , standardized testing requirements",1,https://www.foxnews.com/politics/trump-suspends-federal-student-loan-payments-without-penalty-for-at-least-60-days-amid-coronavirus-outbreak,20200320T164500Z,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/cccb2958-f67b-4ff6-be4d-35af509a014b/1ab1a025-86a5-446f-b0c5-436ed1d3ce03/1280x720/match/image.jpg,foxnews.com,English,United States
72,  Road map  to recovery report : 20 million coronavirus tests per day needed to fully open economy,1,https://abcnews.go.com/US/road-map-recovery-report-20-million-coronavirus-tests/story?id=70230097,20200420T001500Z,https://s.abcnews.com/images/US/coronavirus-1-gty-er-200419_hpMain_16x9_992.jpg,abcnews.go.com,English,United States
1410,Coronavirus : Chinese President Xi Jinping state visit to Japan could be delayed until autumn,0,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1146381,20200301T110000Z,https://media1.s-nbcnews.com/j/newscms/2020_09/3247126/200227-coronavirus-live-blog-main-cs-200p_4f56388f0ae93095eaed4b1c2ebe88f0.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
1843,"Coronavirus detected on prison ward holding American in Iran , lawyer alleges",0,https://www.nbcnews.com/card/lawyer-american-held-iran-alleges-coronavirus-detected-his-prison-ward-n1147716,20200303T130000Z,,nbcnews.com,English,United States
2001,"Coronavirus live updates : Cases top 850 , 000 globally",1,https://www.cnn.com/world/live-news/coronavirus-pandemic-04-01-20-intl/,20200401T020000Z,https://cdn.cnn.com/cnnnext/dam/assets/200213175741-04-coronavirus-0213-super-tease.jpg,cnn.com,English,United States
2041,"Coronavirus live updates : Memorial Day weekend in lockdown as U . S . death toll nears 97 , 000",1,https://www.nbcnews.com/health/health-news/live-blog/2020-05-23-coronavirus-news-n1213641,20200523T161500Z,https://media4.s-nbcnews.com/j/newscms/2020_21/3359581/200522-coronavirus-live-blog-social-only_b6b137fef8e5cd41905ed73f8d967edf.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
1476,Coronavirus : Hospitals move to let families visit people dying of the coronavirus,1,https://www.nbcnews.com/card/hospitals-move-let-families-visit-people-dying-coronavirus-n1203681,20200509T184500Z,,nbcnews.com,English,United States
8526,"With second rescue bill in limbo , Congress already eyeing a third",1,https://www.msnbc.com/rachel-maddow-show/second-rescue-bill-limbo-congress-already-eyeing-third-n1161471,20200317T160000Z,https://media3.s-nbcnews.com/j/newscms/2020_07/3223876/capitol_puddle_rtr2x7lp-maddowblog_368d897945c2ece1382571815e9ecb3e.nbcnews-fp-1200-630.jpg,msnbc.com,English,United States
8090,US postpones ASEAN summit with Asia leaders amid coronavirus fears,1,https://www.usatoday.com/story/news/politics/2020/02/28/us-cancels-asean-summit-with-asia-leaders-amid-coronavirus-fears/4909766002/,20200229T031500Z,"https://www.gannett-cdn.com/presto/2020/02/29/USAT/468e2af3-4e6f-4cf0-9ecf-34ef59396726-AFP_AFP_U80ZE.JPG?crop=3999,2249,x1,y254&fit=bounds",usatoday.com,English,United States
5636,Republicans push back on Google restrictions,0,https://www.foxnews.com/transcript/republicans-push-back-on-google-restrictions,20200619T004500Z,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/99c5735d-f1aa-4d05-ad04-a7c29d562d37/c9137398-24f4-4ff0-ad67-1353e22acc1c/1280x720/match/image.jpg,foxnews.com,English,United States
5908,"Social distancing stressful for pets , too",1,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-live-updates-trump-vows-halt-who-funding-u-s-n1184086/ncrd1184956,20200416T074500Z,https://media2.s-nbcnews.com/j/newscms/2020_16/3308321/200415-coronavirus-live-blog-social-only_231ce35dee52c3429b19370033134386.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
5358,Photo : Protesters rage over Ohio lockdown,1,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-live-updates-trump-vows-halt-who-funding-u-s-n1184086/ncrd1184786,20200415T220000Z,https://media2.s-nbcnews.com/j/newscms/2020_16/3308321/200415-coronavirus-live-blog-social-only_231ce35dee52c3429b19370033134386.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
1660,Coronavirus : Trump administration warns of 20 percent unemployment rate,1,https://www.nbcnews.com/politics/congress/coronavirus-trump-administration-warns-20-percent-unemployment-rate-n1162601?cid=public-rss_20200318,20200318T151500Z,https://media2.s-nbcnews.com/j/newscms/2020_12/3274396/200318-mnuchin-mc-1024_214e145736aacc9d8d8fae193beab53b.nbcnews-fp-1200-630.JPG,nbcnews.com,English,United States
359,A virus upends the 2020 election and tests Trump invincibility,1,https://www.nbcnews.com/politics/2020-election/virus-upends-2020-election-tests-trump-s-invincibility-n1158631?cid=public-rss_20200314,20200314T064500Z,https://media2.s-nbcnews.com/j/newscms/2020_11/3269631/200313-donald-trump-ac-728p_1df1167b464cad19c4214e28bf3c366e.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
4309,Los Angeles County sheriff urges social distancing at strip clubs,1,https://www.nbcnews.com/card/los-angeles-county-sheriff-urges-social-distancing-strip-clubs-n1167996,20200325T004500Z,,nbcnews.com,English,United States
4022,Japan declares state of emergency as coronavirus cases rise,0,https://www.nbcnews.com/health/health-news/live-blog/2020-04-07-coronavirus-news-n1178111/ncrd1178176,20200407T113000Z,https://media2.s-nbcnews.com/j/newscms/2020_15/3296926/200407-coronavirus-live-blog-social-only_424f9ba1adf6f4237b99fecf8272d636.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
2824,"Drive - thru testing , insufficient gear : News from around our 50 states",0,https://www.usatoday.com/story/news/50-states/2020/03/16/drive-thru-testing-insufficient-gear-school-closures-news-around-states/111428152/,20200316T114500Z,https://www.gannett-cdn.com/-mm-/f771264ae00faff2716d98320544f93f4496c1b4/c=0-320-6160-3785/local/-/media/2020/03/16/USATODAY/usatsports/B9339706671Z.1_20200316040523_000_G2PQC1VN5.2-0.jpg?&fit=crop,usatoday.com,English,United States
7736,Trump vaccine chief : Well know about vaccine efficacy between October and January,1,https://www.cnn.com/world/live-news/coronavirus-pandemic-09-21-20-intl/h_887792c6c1241789ae260999587308df,20200921T180000Z,https://cdn.cnn.com/cnnnext/dam/assets/200213175736-02-coronavirus-0213-super-tease.jpg,cnn.com,English,United States
3969,"Israel sets Passover travel ban , according to local media",1,https://www.nbcnews.com/card/israel-sets-passover-travel-ban-according-local-media-n1178376,20200407T170000Z,,nbcnews.com,English,United States
173,"2 new presumptive cases reported in Washington state , including high school student",1,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-countries-prepare-outbreak-spreads-n1143556/ncrd1145766,20200229T054500Z,https://media1.s-nbcnews.com/j/newscms/2020_09/3247126/200227-coronavirus-live-blog-main-cs-200p_4f56388f0ae93095eaed4b1c2ebe88f0.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
1533,"Coronavirus : Mexico City paramedics overwhelmed with coronavirus calls , full hospitals",1,https://www.nbcnews.com/health/health-news/live-blog/2020-05-23-coronavirus-news-n1213641/ncrd1213671,20200523T131500Z,https://media4.s-nbcnews.com/j/newscms/2020_21/3359581/200522-coronavirus-live-blog-social-only_b6b137fef8e5cd41905ed73f8d967edf.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
3254,Florida Miami - Dade County requiring face masks in public places,1,https://www.nbcnews.com/health/health-news/live-blog/2020-04-09-coronavirus-news-n1179786/ncrd1180791,20200410T024500Z,https://media3.s-nbcnews.com/j/newscms/2020_15/3298856/200409-coronavirus-live-blog-social-only_87e6494b0d7c78252c6347dc7e611e56.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
8346,White House Coronavirus Task force directs FEMA to ship PPE to nursing homes,1,https://www.nbcnews.com/card/white-house-coronavirus-task-force-directs-fema-ship-ppe-more-n1194641,20200428T211500Z,,nbcnews.com,English,United States
3828,IMF expects global growth to drop to - 3 percent,1,https://www.nbcnews.com/card/imf-expects-global-growth-drop-3-percent-n1183311,20200414T143000Z,,nbcnews.com,English,United States
7380,Trump removes internal watchdog tasked with overseeing coronavirus relief funds,1,https://www.cbsnews.com/news/coronavirus-trump-ousts-inspector-general-glenn-fine-cares-act/,20200407T183000Z,,cbsnews.com,English,United States
4019,"Janice Dean , who lost in - laws to coronavirus , says she was pulled from testifying at hearings on NY nursing home deaths",0,https://www.foxnews.com/politics/janice-dean-coronavirus-hearings-nursing-home-deaths,20200810T190000Z,https://static.foxnews.com/foxnews.com/content/uploads/2020/08/Dean-Cuomo-AP.jpg,foxnews.com,English,United States
1691,Coronavirus : Trump says states playing politics in ventilator requests,1,https://www.usatoday.com/story/news/politics/2020/04/04/coronavirus-trump-says-states-playing-politics-ventilator-requests/5111963002/,20200405T023000Z,"https://www.gannett-cdn.com/presto/2020/04/05/USAT/fbb909ae-4972-4030-8dfc-6459c7042285-Trump_vent_1.JPG?crop=5069,2852,x0,y257&fit=bounds",usatoday.com,English,United States
2276,"Coronavirus update : Record new cases in Florida , California , Texas",1,https://www.usatoday.com/story/news/health/2020/06/25/coronavirus-update-record-new-cases-florida-california-texas-trump/3254119001/,20200625T111500Z,"https://www.gannett-cdn.com/presto/2020/03/25/USAT/23ab7049-a486-44d2-8b5d-f4ea71662e41-XXX_032320COVID19Testing01.JPG?crop=3059,1721,x1,y26&fit=bounds",usatoday.com,English,United States
8565,Wyoming Gov . Mark Gordon on plunge in oil prices,0,https://www.foxnews.com/transcript/wyoming-gov-mark-gordon-on-plunge-in-oil-prices,20200422T143000Z,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/8fafb355-92a6-43d6-940b-a997b7622a23/d99c7417-0700-45bf-8e08-8ee1ee74bd58/1280x720/match/image.jpg,foxnews.com,English,United States
2176,Coronavirus patients delivered to hospital ship Comfort in New York by mistake : US officials,0,https://www.foxnews.com/us/coronavirus-patients-delivered-comfort-ship-new-york-mistake,20200404T171500Z,https://static.foxnews.com/foxnews.com/content/uploads/2020/03/02_GettyImages-1208644520.jpg,foxnews.com,English,United States
3125,Fauci warns of  little spike becoming outbreaks,1,https://www.nbcnews.com/health/health-news/blog/2020-05-12-coronavirus-news-n1204961,20200513T091500Z,https://media1.s-nbcnews.com/j/newscms/2020_20/3345071/200512-coronavirus-live-blog-social-only_8f696ef5cef2159ee31ac6932d184d7f.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
7100,Trump declares Sunday a National Day of Prayer amid coronavirus crisis,1,https://www.foxnews.com/politics/trump-sunday-national-day-of-prayer,20200314T003000Z,https://static.foxnews.com/foxnews.com/content/uploads/2020/03/AP20073702766589.jpg,foxnews.com,English,United States
1035,California Placer County confirms first case,0,https://www.nbcnews.com/card/californias-placer-county-confirms-first-case-n1147516,20200303T023000Z,,nbcnews.com,English,United States
2619,"Deep into crisis , Trump demands  something big  on coronavirus",1,https://www.cnn.com/2020/03/11/politics/donald-trump-coronavirus-economy-health/,20200311T231500Z,https://cdn.cnn.com/cnnnext/dam/assets/180601132510-01-trump-oval-office-file-2017-super-tease.jpg,cnn.com,English,United States
3047,Fact check : Trump wrongly declares some states dont have  any problem  with coronavirus,1,https://www.cnn.com/2020/04/16/politics/fact-check-trump-april-16/,20200417T043000Z,https://cdn.cnn.com/cnnnext/dam/assets/200416185144-01-coronavirus-briefing-0416-trump-super-tease.jpg,cnn.com,English,United States
8483,Why the coronavirus is different from the flu,1,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-dow-plunges-white-house-grapples-spreading-crisis-n1157551/ncrd1158036,20200313T161500Z,https://media1.s-nbcnews.com/j/newscms/2020_11/3268636/200313-coronavirus-blog-social-mn-0945_78f2b3617ace5ad9ad17e470dd6ce318.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
7081,Trump coronavirus response highlights why his White House is always in disarray,1,https://www.nbcnews.com/think/opinion/trump-s-coronavirus-response-highlights-why-his-white-house-always-ncna1145071,20200229T101500Z,https://media4.s-nbcnews.com/j/newscms/2020_09/3247191/200227-donald-trump-mike-pence-ew-219p_51bf91137fab0bdebeca7865ed6e5d06.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
1001,"California becomes first state to hit 600 , 000 coronavirus cases",0,https://www.cbsnews.com/news/california-first-state-surpass-600000-coronavirus-cases/,20200814T213000Z,https://cbsnews1.cbsistatic.com/hub/i/r/2020/08/01/ac7c49d9-b1a2-4f58-9184-885261abc75d/thumbnail/1200x630/d2ddf5698dcecdc4157bcae0d3d36b64/gettyimages-1262027265.jpg,cbsnews.com,English,United States
3586,Hawaii first case was Grand Princess cruise passenger,0,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-14-dead-across-u-s-trump-signs-n1151451/ncrd1152031,20200307T033000Z,,nbcnews.com,English,United States
7473,Trump says he will get tested for coronavirus antibodies,0,https://www.nbcnews.com/card/trump-says-he-will-get-tested-coronavirus-antibodies-n1202856,20200508T143000Z,,nbcnews.com,English,United States
8116,USS Theodore Roosevelt sees coronavirus cases rise as 100 more sailors test positive,1,https://www.foxnews.com/world/uss-theodore-roosevelt-coronavirus-case-navy-rise-outbreak-growing,20200412T164500Z,https://static.foxnews.com/foxnews.com/content/uploads/2020/04/Roosevelt_1.jpg,foxnews.com,English,United States
731,Austria plans to start easing coronavirus restrictions,1,https://www.nbcnews.com/health/health-news/live-blog/2020-04-06-coronavirus-news-n1177341/ncrd1177451,20200406T124500Z,https://media1.s-nbcnews.com/j/newscms/2020_14/3293536/200405-coronavirus-live-blog-social-only_80d2c5a4d7f874f6ae28988aeb8ed4f5.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
706,At least 100 people in the US have died from coronavirus,1,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-17-20-intl-hnk/h_6000771fcfd2391fd835db7695ef23b1,20200317T203000Z,https://cdn.cnn.com/cnnnext/dam/assets/200213175729-01-coronavirus-0213-super-tease.jpg,cnn.com,English,United States
4447,McConnell slams Dem relief bill as  an unserious product from an unserious House majority  ,1,https://www.nbcnews.com/card/mcconnell-slams-dems-relief-bill-unserious-product-unserious-house-majority-n1207086,20200514T174500Z,,nbcnews.com,English,United States
2530,"Cuomo mulls over reopening NY amid coronavirus outbreak , asks :  How much is a human life worth ? ",0,https://www.foxnews.com/politics/cuomo-mulls-reopening-new-york-coronavirus-outbreak,20200505T231500Z,https://static.foxnews.com/foxnews.com/content/uploads/2020/05/AP20126704103834.jpg,foxnews.com,English,United States
2297,Coronavirus updates : COVID - 19 cases top 1 million worldwide,1,https://www.cbsnews.com/live-updates/coronavirus-update-covid-19-latest-news-2020-04-02/,20200402T213000Z,,cbsnews.com,English,United States
2506,Cuomo : The NYPD and NYC mayor did not do their job Monday night,0,https://www.nbcnews.com/card/cuomo-nypd-nyc-mayor-did-not-do-their-job-monday-n1222221,20200602T171500Z,,nbcnews.com,English,United States
2535,Cuomo pushes to accelerate infrastructure projects after meeting with Trump,0,https://www.foxnews.com/politics/cuomo-pushes-to-accelerate-infrastructure-projects-after-meeting-with-trump,20200527T191500Z,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/f1e24430-e892-4124-a808-0b4effcbae6d/061083f5-a030-492a-b68f-577d3eea7b36/1280x720/match/image.jpg,foxnews.com,English,United States
4488,Memorial Day weekend draws large crowds across the country,0,https://www.nbcnews.com/card/memorial-day-weekend-draws-large-crowds-across-country-n1214821,20200526T193000Z,,nbcnews.com,English,United States
5426,Popular small business rescue program poised to run out of money soon,1,https://abcnews.go.com/Politics/popular-small-business-rescue-program-poised-run-money/story?id=70171930,20200416T014500Z,https://s.abcnews.com/images/US/coronavirus-12-new-york-gty-jc-200415_hpMain_2_16x9_992.jpg,abcnews.go.com,English,United States
1727,Coronavirus : UFC silence a bad look,0,https://mmajunkie.usatoday.com/2020/03/coronavirus-ufc-dana-white-prolonged-silence-speaks-volumes,20200313T004500Z,https://usatmmajunkie.files.wordpress.com/2020/01/dana-white-post-ufc-246.jpg?&crop=1,mmajunkie.usatoday.com,English,United States
1289,Concerns over preparedness mount as VA hospitals brace for new coronavirus wave,1,https://abcnews.go.com/Politics/concerns-preparedness-mount-va-hospitals-brace-coronavirus-wave/story?id=69664559,20200318T170000Z,https://s.abcnews.com/images/Politics/va-pol-er-200318_hpMain_16x9_992.jpg,abcnews.go.com,English,United States
6911,Trump and Florida DeSantis talk reopening plans and share mutual congratulations,1,https://www.cnn.com/2020/04/28/politics/donald-trump-ron-desantis-florida/,20200428T184500Z,https://cdn.cnn.com/cnnnext/dam/assets/190111170553-02-florida-governor-pressor-desantis-super-tease.jpg,cnn.com,English,United States
8126,VA says 44 patients have tested positive for coronavirus,1,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-global-cases-approach-200-000-lockdown-becomes-new-n1162561/ncrd1163326,20200318T210000Z,https://media1.s-nbcnews.com/j/newscms/2020_12/3273646/200317-coronavirus-live-blog-social-only_aee2d36ef694770493fd7f2f2659db7d.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
2927,Every GOP senator who attended a news conference today wore a mask,1,https://www.cnn.com/world/live-news/coronavirus-pandemic-06-17-20-intl/h_f0c57974f0525cdd0b4b7c4c89bda5cb,20200617T174500Z,https://cdn.cnn.com/cnnnext/dam/assets/200417125229-01-coronavirus-cdc-image-super-tease.jpg,cnn.com,English,United States
1636,Coronavirus : Surgeon General says most of U . S . cant reopen by May 1,1,https://www.usatoday.com/story/news/politics/2020/04/10/coronavirus-surgeon-general-says-most-u-s-cant-reopen-may-1/5129897002/,20200410T154500Z,"https://www.gannett-cdn.com/presto/2020/04/05/USAT/720eb204-a7e9-4283-84d6-1658a4430b50-AP_Virus_Outbreak_Trump_4.JPG?crop=4334,2438,x1,y43&fit=bounds",usatoday.com,English,United States
3456,GOP lawmaker plans to try to force recorded vote on $2 trillion coronavirus bill,1,https://www.nbcnews.com/politics/congress/house-members-race-back-washington-amid-fears-2-trillion-bill-n1170051?cid=public-rss_20200328,20200328T020000Z,https://media4.s-nbcnews.com/j/newscms/2020_13/3285711/200326-us-capitol-building-night-2019-ac-1013p_54e7f4603262cadb18ff2be3c6d510d9.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
2813,"Dr . Nicole Saphier : In coronavirus fight , politicians should stop telling doctors how to treat our patients",1,https://www.foxnews.com/opinion/dr-nicole-saphier-in-fighting-coronavirus-keep-politics-out-of-medicine,20200411T203000Z,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/778f4a58-962a-4f7c-8065-8df072c85f54/6b9740b0-1daa-46e4-80b2-df3744ac0fa1/1280x720/match/image.jpg,foxnews.com,English,United States
7831,U . K . minister tested for coronavirus days after Parliament returns,0,https://www.nbcnews.com/health/health-news/live-blog/2020-06-04-coronavirus-news-n1224486/ncrd1224526,20200604T103000Z,https://media3.s-nbcnews.com/j/newscms/2020_23/3375896/200603-coronavirus-live-blog-social-only_de3be9c1cd74aa4999d89f60e61c7cd1.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
1851,Coronavirus fight in Poland sees government using confiscated alcohol as disinfectant,1,https://www.foxnews.com/world/coronavirus-poland-fight-government-confiscated-alcohol,20200322T184500Z,https://static.foxnews.com/foxnews.com/content/uploads/2020/03/Polish-Booze.jpg,foxnews.com,English,United States
7139,Trump echoes some on right by pushing to get back to work . Health experts warn that a deadly fast track . ,1,https://www.nbcnews.com/politics/donald-trump/trump-echoes-some-right-pushing-get-back-work-health-experts-n1167611,20200324T203000Z,https://media4.s-nbcnews.com/j/newscms/2020_13/3282091/200324-donald-trump-cs-156p_1e909740394ec1eba525b4ae7dd04950.nbcnews-fp-1200-630.jpg,nbcnews.com,English,United States
